OLS_lD,OLS_α,GLS_lD,GLS_α
-2.98294551683737,-0.018627302958014624,-2.966846878184449,0.0031535905432977583
-3.125939474562843,0.06053989288968609,-3.1277801133562746,0.05647239527815479
-3.109940516900542,0.07953416861673901,-3.1308012280891635,0.0660464830762858
-2.9463086667587746,0.10812440349849162,-2.997714059333393,0.061296059345160185
-3.260003132651242,-0.00601677851077298,-3.240951229513776,0.0150188955210337
-2.0101076633376005,0.7864932447750768,-2.0744572479850323,0.7331403343264382
-2.636189360770379,0.5617119399461874,-2.7172724701708537,0.45073028026292566
-1.889696853088381,0.8936177837301589,-1.937196284949458,0.8500202602048934
-2.0041876012749693,0.7780224661040211,-2.0579926684196703,0.6988766711319915
-2.6057662990940234,0.3382990656224667,-2.524835649856447,0.41406435060078867
-3.9968655954479697,0.01622979774586497,-3.8920335334962903,0.12468957862778017
-2.448706293199036,0.40559581561206137,-2.4709083408063703,0.375515297017033
-2.784419869463294,0.10408180471724116,-2.838989579397253,0.045490240929835016
-3.371270325786094,0.009542927153077585,-3.367650310483524,0.0023602876410592204
-2.1135269788798574,0.6839291063638022,-2.0273986855842727,0.7809073284508835
-3.9955967894217075,0.07977780111862387,-4.038033129445082,0.04929606439647652
-1.6041922118504015,0.7451982469923539,-1.537645657393211,0.8599621763300228
-3.1267237533878784,-0.033781699353813366,-3.124924748742343,-0.023067135907712838
-3.011044257341375,-0.011256078746480824,-2.9835214700916914,0.028467638981516403
-2.8707419152753886,0.6774726528479889,-2.967706628950027,0.5201517628658018
-1.6720800323853435,0.9485797898252901,-1.5613930607783093,1.0821128537275824
-3.230459221267653,0.08964656924475989,-3.2484753790031884,0.07360521687561528
-2.766015194283783,0.20740555529010862,-2.7880387329146803,0.17773423365522215
-1.9868345703457022,0.6386752299363838,-2.0115036731948837,0.6475709230831295
-3.1569886802156617,-0.04381551431404418,-3.1142809650174925,-0.017281620226032558
-2.988297854820786,0.022659572675333806,-2.918229218634509,0.09070225668500792
-4.065049003625843,0.09357854188771597,-3.988829137448607,0.17202317279378976
-2.499440859485766,0.21079939291590222,-2.5060502829798468,0.21952233723060974
-3.485732206894344,0.028888803912458627,-3.4756344613398253,0.05040392087964379
-2.755861552730476,0.5849333428452752,-2.684864872212852,0.6256523720444827
-3.246035281402346,0.09727826217588742,-3.245021842771609,0.10708926889133273
-2.6261259315330747,0.9340923909490471,-2.7520146156367336,0.7713882264578932
-1.9076615667379517,0.7638522687689235,-1.9066309527579244,0.7914725429069984
-2.8427579082419676,0.024120873812263355,-2.8641040696225253,0.0023333895096366002
-2.416046940208206,0.6021121465438721,-2.3411663260452187,0.6617453849890987
-3.311797740759058,0.06458082730474501,-3.3438594474886836,0.0402576069043193
-1.4464868725496967,1.0169017693510725,-1.4066066639152286,1.0540650775133025
-3.3425912288179234,-0.027050688187166827,-3.3234209033516846,-0.002027826628563064
-1.7449418273249098,1.0400004581210212,-1.735953682368367,1.0538522531188343
-3.1034387438910525,0.21516365909872093,-3.1354907332935515,0.20054811662900401
-3.239191752475856,0.027043598566816485,-3.20751529999302,0.05127253325903713
-1.9567560198710936,0.8555705682765158,-1.9562863361094696,0.8279583747376312
-3.256113885092221,-0.005981354677320638,-3.2682938443825726,-0.02569159146172803
-3.025138771296316,0.03258546638587312,-3.0303158065211857,0.02629192169393899
-3.3359735004527735,0.029637843375112993,-3.3388358267677085,0.011054115962077126
-2.9309970828647405,0.06391427916695314,-2.9914920052809384,0.012359641802013445
-3.078769979739169,0.4983389347100271,-3.0378787197508905,0.5146549972929382
-1.6575766821545086,0.8990173829461767,-1.8056112028879103,0.7642253924341461
-3.219342087201719,0.015132566270551706,-3.2199900322600286,0.020000111584385923
-1.6186916620465848,1.1080395138361663,-1.6529692715950537,1.0763452802228846
-2.951409365671088,0.3498206674738391,-3.017360297683239,0.26018600923864366
